(storm) D:\Zhiyu\GNN-UDS\surrogate>python maxred.py --env chaohu --act rand --pop_size 64 --processes 8 --rain_num 100 --rain_suffix chaohu_testall --result_dir maxred_all100 --termination n_gen 100
MaxRed configs: Namespace(act='rand', crossover=[1.0, 3.0], directed=False, env='chaohu', length=0, mutation=[1.0, 3.0], order=1, pop_size=64, processes=8, rain_dir='./envs/config/', rain_num=100, rain_suffix='chaohu_testall', result_dir='./results/chaohu/maxred_all100', sampling=0.4, setting_duration=10, termination=['n_gen', 100])
Runoff time: 46.26052403450012 s
Minimizing
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min
    45 |     2880 |  8.110662E+04 |  8.013404E+04
    46 |     2944 |  8.110207E+04 |  8.013404E+04
    47 |     3008 |  8.106832E+04 |  8.013404E+04
    48 |     3072 |  8.106553E+04 |  8.013404E+04
    49 |     3136 |  8.104749E+04 |  8.013163E+04
    50 |     3200 |  8.097809E+04 |  8.000116E+04
    51 |     3264 |  8.095341E+04 |  8.000116E+04
    52 |     3328 |  8.084108E+04 |  7.899796E+04
    53 |     3392 |  8.064899E+04 |  7.896501E+04
    54 |     3456 |  8.035713E+04 |  7.893170E+04
    55 |     3520 |  7.993961E+04 |  7.893170E+04
    56 |     3584 |  7.948974E+04 |  7.893170E+04
    57 |     3648 |  7.910704E+04 |  7.893170E+04
    58 |     3712 |  7.898655E+04 |  7.893170E+04
    59 |     3776 |  7.896368E+04 |  7.893170E+04
    60 |     3840 |  7.895133E+04 |  7.893170E+04
    61 |     3904 |  7.894703E+04 |  7.890761E+04
    62 |     3968 |  7.894452E+04 |  7.890761E+04
    63 |     4032 |  7.894177E+04 |  7.890761E+04
    64 |     4096 |  7.893831E+04 |  7.890761E+04
    65 |     4160 |  7.893400E+04 |  7.890505E+04
    66 |     4224 |  7.893034E+04 |  7.890260E+04
    67 |     4288 |  7.892681E+04 |  7.889542E+04
    68 |     4352 |  7.892286E+04 |  7.889542E+04
    69 |     4416 |  7.891695E+04 |  7.888153E+04
    70 |     4480 |  7.890902E+04 |  7.887646E+04
    71 |     4544 |  7.890202E+04 |  7.886514E+04
    72 |     4608 |  7.889807E+04 |  7.886514E+04
    73 |     4672 |  7.889476E+04 |  7.886514E+04
    74 |     4736 |  7.889076E+04 |  7.875397E+04
    75 |     4800 |  7.888895E+04 |  7.875397E+04
    76 |     4864 |  7.888037E+04 |  7.875397E+04
    77 |     4928 |  7.887290E+04 |  7.875397E+04
    78 |     4992 |  7.885107E+04 |  7.875397E+04
    79 |     5056 |  7.881366E+04 |  7.875397E+04
    80 |     5120 |  7.877790E+04 |  7.875397E+04
    81 |     5184 |  7.877336E+04 |  7.875397E+04
    82 |     5248 |  7.877210E+04 |  7.875397E+04
    83 |     5312 |  7.877125E+04 |  7.874767E+04
    84 |     5376 |  7.876940E+04 |  7.874767E+04
    85 |     5440 |  7.876670E+04 |  7.874273E+04
    86 |     5504 |  7.876490E+04 |  7.874273E+04
    87 |     5568 |  7.876313E+04 |  7.874273E+04
    88 |     5632 |  7.876141E+04 |  7.874273E+04
    89 |     5696 |  7.876067E+04 |  7.874273E+04
    90 |     5760 |  7.871082E+04 |  7.663095E+04
    91 |     5824 |  7.862771E+04 |  7.662613E+04
    92 |     5888 |  7.839611E+04 |  7.662613E+04
    93 |     5952 |  7.798533E+04 |  7.559552E+04
    94 |     6016 |  7.715047E+04 |  7.559552E+04
    95 |     6080 |  7.642284E+04 |  7.459667E+04
    96 |     6144 |  7.615928E+04 |  7.459667E+04
    97 |     6208 |  7.578058E+04 |  7.458774E+04
    98 |     6272 |  7.545850E+04 |  7.458525E+04
    99 |     6336 |  7.520260E+04 |  7.458525E+04
   100 |     6400 |  7.486145E+04 |  7.458525E+04
Best solution found: [1 0 0 0 0 1 0 0 1 2 0 0 0 1 0 0 2 0 0 0 2 1 0 0 2 0 0 0 1 0 1 0 1 1 0 0 1
 1 0 0 1 1 1 2 1 1 0 1 1 1 0 2 1 1 1 2 1 1 1 1 1 1 1 2 1 1 0 2 0 1 0 2 1 2
 0 1 1 1 0 0 1 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0
 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0]
Function value: [74585.25288591]
Runoff time: 45.445207357406616 s
Minimizing
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min
=================================================
     1 |       64 |  2.606545E+04 |  1.094554E+04
     2 |      128 |  2.309802E+04 |  1.094554E+04
     3 |      192 |  2.097647E+04 |  1.094554E+04
     4 |      256 |  1.993453E+04 |  1.094554E+04
     5 |      320 |  1.858093E+04 |  1.084659E+04
     6 |      384 |  1.723176E+04 |  1.075561E+04
     7 |      448 |  1.608459E+04 |  1.075561E+04
     8 |      512 |  1.519937E+04 |  1.075561E+04
     9 |      576 |  1.385907E+04 |  1.075561E+04
    10 |      640 |  1.292389E+04 |  1.075561E+04
    11 |      704 |  1.231170E+04 |  1.030947E+04
    12 |      768 |  1.163700E+04 |  9.950189E+03
    13 |      832 |  1.059823E+04 |  9.501251E+03
    14 |      896 |  1.004466E+04 |  9.501251E+03
    15 |      960 |  9.532918E+03 |  8.999610E+03
    16 |     1024 |  9.148955E+03 |  8.575122E+03
    17 |     1088 |  8.931844E+03 |  8.575122E+03
    18 |     1152 |  8.825897E+03 |  8.575122E+03
    19 |     1216 |  8.741651E+03 |  8.545392E+03
    20 |     1280 |  8.664954E+03 |  8.514809E+03
    21 |     1344 |  8.587458E+03 |  8.415840E+03
    22 |     1408 |  8.507852E+03 |  8.397659E+03
    23 |     1472 |  8.411354E+03 |  8.127830E+03
    24 |     1536 |  8.313321E+03 |  8.075826E+03
    25 |     1600 |  8.181589E+03 |  7.950448E+03
    26 |     1664 |  8.076252E+03 |  7.930713E+03
    27 |     1728 |  8.005096E+03 |  7.918994E+03
    28 |     1792 |  7.952619E+03 |  7.809904E+03
    29 |     1856 |  7.916426E+03 |  7.646187E+03
    30 |     1920 |  7.881297E+03 |  7.646187E+03
    31 |     1984 |  7.831589E+03 |  7.646187E+03
    32 |     2048 |  7.780657E+03 |  7.625045E+03
    33 |     2112 |  7.742187E+03 |  7.518302E+03
    34 |     2176 |  7.694383E+03 |  7.491370E+03
    35 |     2240 |  7.638826E+03 |  7.486792E+03
    36 |     2304 |  7.605574E+03 |  7.486792E+03
    37 |     2368 |  7.566095E+03 |  7.454071E+03
    38 |     2432 |  7.513586E+03 |  7.362066E+03
    39 |     2496 |  7.478930E+03 |  7.350456E+03
    40 |     2560 |  7.461498E+03 |  7.350456E+03
    41 |     2624 |  7.438967E+03 |  7.341544E+03
    42 |     2688 |  7.414421E+03 |  7.331809E+03
    43 |     2752 |  7.390676E+03 |  7.304385E+03
    44 |     2816 |  7.355631E+03 |  7.292195E+03
    45 |     2880 |  7.327708E+03 |  7.286991E+03
    46 |     2944 |  7.313869E+03 |  7.279463E+03
    47 |     3008 |  7.298761E+03 |  7.208232E+03
    48 |     3072 |  7.289651E+03 |  7.208232E+03
    49 |     3136 |  7.274133E+03 |  7.208232E+03
    50 |     3200 |  7.262022E+03 |  7.180359E+03
    51 |     3264 |  7.244604E+03 |  7.137271E+03
    52 |     3328 |  7.229278E+03 |  7.131978E+03
    53 |     3392 |  7.210858E+03 |  7.127165E+03
    54 |     3456 |  7.189170E+03 |  7.126208E+03
    55 |     3520 |  7.165952E+03 |  7.123707E+03
    56 |     3584 |  7.152868E+03 |  7.117113E+03
    57 |     3648 |  7.137460E+03 |  7.011838E+03
    58 |     3712 |  7.131117E+03 |  7.011838E+03
    59 |     3776 |  7.122583E+03 |  7.011838E+03
    60 |     3840 |  7.119200E+03 |  7.011838E+03
    61 |     3904 |  7.110870E+03 |  7.011268E+03
    62 |     3968 |  7.103593E+03 |  7.006749E+03
    63 |     4032 |  7.092541E+03 |  7.006749E+03
    64 |     4096 |  7.078489E+03 |  7.006749E+03
    65 |     4160 |  7.068307E+03 |  6.997278E+03
    66 |     4224 |  7.056257E+03 |  6.969366E+03
    67 |     4288 |  7.033909E+03 |  6.957320E+03
    68 |     4352 |  7.011515E+03 |  6.957320E+03
    69 |     4416 |  6.994606E+03 |  6.947852E+03
    70 |     4480 |  6.981770E+03 |  6.947721E+03
    71 |     4544 |  6.967775E+03 |  6.944367E+03
    72 |     4608 |  6.958737E+03 |  6.936165E+03
    73 |     4672 |  6.955158E+03 |  6.931362E+03
    74 |     4736 |  6.951623E+03 |  6.931362E+03
    75 |     4800 |  6.947102E+03 |  6.926663E+03
    76 |     4864 |  6.943389E+03 |  6.924522E+03
    77 |     4928 |  6.939679E+03 |  6.904289E+03
    78 |     4992 |  6.935168E+03 |  6.904289E+03
    79 |     5056 |  6.928869E+03 |  6.904289E+03
    80 |     5120 |  6.924743E+03 |  6.902000E+03
    81 |     5184 |  6.918789E+03 |  6.886261E+03
    82 |     5248 |  6.912272E+03 |  6.874665E+03
    83 |     5312 |  6.905128E+03 |  6.874665E+03
    84 |     5376 |  6.897412E+03 |  6.791255E+03
    85 |     5440 |  6.886912E+03 |  6.791255E+03
    86 |     5504 |  6.873962E+03 |  6.781827E+03
    87 |     5568 |  6.839633E+03 |  6.767504E+03
    88 |     5632 |  6.802988E+03 |  6.767504E+03
    89 |     5696 |  6.792493E+03 |  6.767504E+03
    90 |     5760 |  6.789528E+03 |  6.767504E+03
    91 |     5824 |  6.786150E+03 |  6.763166E+03
    92 |     5888 |  6.783054E+03 |  6.761828E+03
    93 |     5952 |  6.778935E+03 |  6.751011E+03
    94 |     6016 |  6.775060E+03 |  6.751011E+03
    95 |     6080 |  6.771788E+03 |  6.751011E+03
    96 |     6144 |  6.770319E+03 |  6.751011E+03
    97 |     6208 |  6.768907E+03 |  6.751011E+03
    98 |     6272 |  6.767386E+03 |  6.743170E+03
    99 |     6336 |  6.766291E+03 |  6.743170E+03
   100 |     6400 |  6.764149E+03 |  6.743170E+03
Best solution found: [1 0 0 0 1 0 0 0 2 0 0 0 1 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 1
 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 2 0 0 1 1 0 0 1 1 0 0 0 1 1 0
 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0
 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
Function value: [6743.16958357]
Runoff time: 45.804715633392334 s
Minimizing
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min
=================================================
     1 |       64 |  3.330086E+04 |  1.194960E+04
     2 |      128 |  2.745513E+04 |  1.194960E+04
     3 |      192 |  2.375394E+04 |  1.081063E+04
     4 |      256 |  2.257520E+04 |  1.081063E+04
     5 |      320 |  1.947661E+04 |  1.055181E+04
     6 |      384 |  1.730564E+04 |  1.055181E+04
     7 |      448 |  1.470870E+04 |  1.055181E+04
     8 |      512 |  1.286910E+04 |  1.055181E+04
     9 |      576 |  1.101696E+04 |  1.042559E+04
    10 |      640 |  1.064650E+04 |  1.027926E+04
    11 |      704 |  1.050440E+04 |  1.027542E+04
    12 |      768 |  1.034662E+04 |  9.988914E+03
    13 |      832 |  1.023547E+04 |  9.860349E+03
    14 |      896 |  1.011735E+04 |  9.811631E+03
    15 |      960 |  1.000054E+04 |  9.739750E+03
    16 |     1024 |  9.869630E+03 |  9.513374E+03
    17 |     1088 |  9.749822E+03 |  9.364601E+03
    18 |     1152 |  9.645799E+03 |  9.324263E+03
    19 |     1216 |  9.530420E+03 |  9.302057E+03
    20 |     1280 |  9.425019E+03 |  9.070772E+03
    21 |     1344 |  9.298656E+03 |  9.070772E+03
    22 |     1408 |  9.202329E+03 |  8.938551E+03
    23 |     1472 |  9.140640E+03 |  8.938551E+03
    24 |     1536 |  9.056944E+03 |  8.858921E+03
    25 |     1600 |  9.010367E+03 |  8.808342E+03
    26 |     1664 |  8.967177E+03 |  8.808342E+03
    27 |     1728 |  8.908596E+03 |  8.796556E+03
    28 |     1792 |  8.854935E+03 |  8.702429E+03
    29 |     1856 |  8.788071E+03 |  8.694196E+03
    30 |     1920 |  8.746149E+03 |  8.636588E+03
    31 |     1984 |  8.705721E+03 |  8.599820E+03
    32 |     2048 |  8.663017E+03 |  8.465382E+03
    33 |     2112 |  8.589231E+03 |  8.430385E+03
    34 |     2176 |  8.513113E+03 |  8.426916E+03
    35 |     2240 |  8.454541E+03 |  8.426916E+03
    36 |     2304 |  8.448481E+03 |  8.426916E+03
    37 |     2368 |  8.443510E+03 |  8.416693E+03
    38 |     2432 |  8.439846E+03 |  8.414927E+03
    39 |     2496 |  8.436096E+03 |  8.414927E+03
    40 |     2560 |  8.433836E+03 |  8.414927E+03
    41 |     2624 |  8.432841E+03 |  8.414927E+03
    42 |     2688 |  8.430993E+03 |  8.414927E+03
    43 |     2752 |  8.430147E+03 |  8.414927E+03
    44 |     2816 |  8.428790E+03 |  8.414927E+03
    45 |     2880 |  8.426190E+03 |  8.409264E+03
    46 |     2944 |  8.424754E+03 |  8.409264E+03
    47 |     3008 |  8.422263E+03 |  8.406830E+03
    48 |     3072 |  8.420055E+03 |  8.363181E+03
    49 |     3136 |  8.418937E+03 |  8.363181E+03
    50 |     3200 |  8.417895E+03 |  8.363181E+03
    51 |     3264 |  8.416321E+03 |  8.359643E+03
    52 |     3328 |  8.411228E+03 |  8.350326E+03
    53 |     3392 |  8.403102E+03 |  8.338876E+03
    54 |     3456 |  8.391546E+03 |  8.338746E+03
    55 |     3520 |  8.371400E+03 |  8.338668E+03
    56 |     3584 |  8.351907E+03 |  8.338627E+03
    57 |     3648 |  8.346363E+03 |  8.327554E+03
    58 |     3712 |  8.342959E+03 |  8.327554E+03
    59 |     3776 |  8.339334E+03 |  8.323409E+03
    60 |     3840 |  8.337308E+03 |  8.323409E+03
    61 |     3904 |  8.335882E+03 |  8.322427E+03
    62 |     3968 |  8.334924E+03 |  8.322427E+03
    63 |     4032 |  8.334082E+03 |  8.322427E+03
    64 |     4096 |  8.333000E+03 |  8.315349E+03
    65 |     4160 |  8.330671E+03 |  8.315349E+03
    66 |     4224 |  8.326746E+03 |  8.311901E+03
    67 |     4288 |  8.323174E+03 |  8.303968E+03
    68 |     4352 |  8.319058E+03 |  8.215064E+03
    69 |     4416 |  8.313419E+03 |  8.205772E+03
    70 |     4480 |  8.294292E+03 |  8.193010E+03
    71 |     4544 |  8.265881E+03 |  8.189023E+03
    72 |     4608 |  8.242357E+03 |  8.189023E+03
    73 |     4672 |  8.224402E+03 |  8.189023E+03
    74 |     4736 |  8.211217E+03 |  8.183582E+03
    75 |     4800 |  8.205582E+03 |  8.183582E+03
    76 |     4864 |  8.202428E+03 |  8.183582E+03
    77 |     4928 |  8.200177E+03 |  8.183582E+03
    78 |     4992 |  8.197856E+03 |  8.183582E+03
    79 |     5056 |  8.197286E+03 |  8.183582E+03
    80 |     5120 |  8.196461E+03 |  8.183582E+03
    81 |     5184 |  8.195861E+03 |  8.183582E+03
    82 |     5248 |  8.195195E+03 |  8.183582E+03
    83 |     5312 |  8.194991E+03 |  8.183582E+03
    84 |     5376 |  8.194576E+03 |  8.180089E+03
    85 |     5440 |  8.194114E+03 |  8.176704E+03
    86 |     5504 |  8.193647E+03 |  8.176704E+03
    87 |     5568 |  8.193022E+03 |  8.176704E+03
    88 |     5632 |  8.192278E+03 |  8.175939E+03
    89 |     5696 |  8.190915E+03 |  8.172468E+03
    90 |     5760 |  8.190268E+03 |  8.172468E+03
    91 |     5824 |  8.188598E+03 |  8.168238E+03
    92 |     5888 |  8.187315E+03 |  8.168238E+03
    93 |     5952 |  8.184993E+03 |  8.168238E+03
    94 |     6016 |  8.182995E+03 |  8.164690E+03
    95 |     6080 |  8.182001E+03 |  8.164690E+03
    96 |     6144 |  8.180444E+03 |  8.164424E+03
    97 |     6208 |  8.177919E+03 |  8.156725E+03
    98 |     6272 |  8.176338E+03 |  8.156725E+03
    99 |     6336 |  8.174237E+03 |  8.156725E+03
   100 |     6400 |  8.173177E+03 |  8.156725E+03
Best solution found: [1 1 1 0 1 1 0 0 1 1 0 1 1 0 0 0 1 1 0 1 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0
 0 0 1 1 1 1 1 0 0 1 2 0 1 0 2 0 0 0 1 0 1 1 0 1 0 0 1 1 1 0 0 1 1 0 1 1 0
 0 0 0 1 0 0 1 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0]
Function value: [8156.72463967]
Runoff time: 45.49219608306885 s
Minimizing
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min
=================================================
     1 |       64 |  6.320632E+03 |  3.831541E+03
     2 |      128 |  4.389556E+03 |  3.157022E+03
     3 |      192 |  3.978565E+03 |  2.567935E+03
     4 |      256 |  3.596931E+03 |  2.567935E+03
     5 |      320 |  3.124874E+03 |  1.624262E+03
     6 |      384 |  2.541185E+03 |  1.555979E+03
     7 |      448 |  1.941475E+03 |  1.411416E+03
     8 |      512 |  1.559138E+03 |  1.280719E+03
     9 |      576 |  1.410128E+03 |  1.277948E+03
    10 |      640 |  1.333609E+03 |  1.276356E+03
    11 |      704 |  1.289318E+03 |  1.254806E+03
    12 |      768 |  1.280347E+03 |  1.254806E+03
    13 |      832 |  1.273916E+03 |  1.251477E+03
    14 |      896 |  1.267730E+03 |  1.249457E+03
    15 |      960 |  1.261413E+03 |  1.241639E+03
    16 |     1024 |  1.257413E+03 |  1.239118E+03
    17 |     1088 |  1.252883E+03 |  1.213372E+03
    18 |     1152 |  1.245614E+03 |  1.213372E+03
    19 |     1216 |  1.239658E+03 |  1.212835E+03
    20 |     1280 |  1.233375E+03 |  1.212835E+03
    21 |     1344 |  1.225916E+03 |  1.206438E+03
    22 |     1408 |  1.219564E+03 |  1.188139E+03
    23 |     1472 |  1.214046E+03 |  1.188139E+03
    24 |     1536 |  1.207736E+03 |  1.181500E+03
    25 |     1600 |  1.203485E+03 |  1.181500E+03
    26 |     1664 |  1.199007E+03 |  1.180844E+03
    27 |     1728 |  1.196347E+03 |  1.178705E+03
    28 |     1792 |  1.194376E+03 |  1.178705E+03
    29 |     1856 |  1.191345E+03 |  1.165304E+03
    30 |     1920 |  1.187606E+03 |  1.165304E+03
    31 |     1984 |  1.184009E+03 |  1.159617E+03
    32 |     2048 |  1.180614E+03 |  1.159617E+03
    33 |     2112 |  1.176628E+03 |  1.153897E+03
    34 |     2176 |  1.173753E+03 |  1.146380E+03
    35 |     2240 |  1.170534E+03 |  1.146380E+03
    36 |     2304 |  1.168009E+03 |  1.146380E+03
    37 |     2368 |  1.164285E+03 |  1.146380E+03
    38 |     2432 |  1.162823E+03 |  1.146380E+03
    39 |     2496 |  1.161071E+03 |  1.141885E+03
    40 |     2560 |  1.158783E+03 |  1.134716E+03
    41 |     2624 |  1.155824E+03 |  1.134716E+03
    42 |     2688 |  1.153925E+03 |  1.134716E+03
    43 |     2752 |  1.151350E+03 |  1.124659E+03
    44 |     2816 |  1.148884E+03 |  1.124659E+03
    45 |     2880 |  1.145987E+03 |  1.124659E+03
    46 |     2944 |  1.142880E+03 |  1.122903E+03
    47 |     3008 |  1.141117E+03 |  1.122903E+03
    48 |     3072 |  1.139058E+03 |  1.122903E+03
    49 |     3136 |  1.137498E+03 |  1.122903E+03
    50 |     3200 |  1.136065E+03 |  1.122903E+03
    51 |     3264 |  1.133947E+03 |  1.112977E+03
    52 |     3328 |  1.133179E+03 |  1.112977E+03
    53 |     3392 |  1.132620E+03 |  1.111242E+03
    54 |     3456 |  1.131469E+03 |  1.111242E+03
    55 |     3520 |  1.128138E+03 |  1.111242E+03
    56 |     3584 |  1.125557E+03 |  1.111006E+03
    57 |     3648 |  1.122624E+03 |  1.111006E+03
    58 |     3712 |  1.120089E+03 |  1.100596E+03
    59 |     3776 |  1.118050E+03 |  1.100596E+03
    60 |     3840 |  1.116161E+03 |  1.100596E+03
    61 |     3904 |  1.114082E+03 |  1.100596E+03
    62 |     3968 |  1.112569E+03 |  1.100596E+03
    63 |     4032 |  1.110070E+03 |  1.093151E+03
    64 |     4096 |  1.107601E+03 |  1.088842E+03
    65 |     4160 |  1.105460E+03 |  1.088842E+03
    66 |     4224 |  1.102991E+03 |  1.088842E+03
    67 |     4288 |  1.101293E+03 |  1.088842E+03
    68 |     4352 |  1.100722E+03 |  1.088842E+03
    69 |     4416 |  1.100408E+03 |  1.088842E+03
    70 |     4480 |  1.099926E+03 |  1.088842E+03
    71 |     4544 |  1.099268E+03 |  1.088842E+03
    72 |     4608 |  1.099001E+03 |  1.088842E+03
    73 |     4672 |  1.098910E+03 |  1.088842E+03
    74 |     4736 |  1.098724E+03 |  1.088842E+03
    75 |     4800 |  1.098645E+03 |  1.088842E+03
    76 |     4864 |  1.098343E+03 |  1.088842E+03
    77 |     4928 |  1.098199E+03 |  1.088842E+03
    78 |     4992 |  1.097878E+03 |  1.088842E+03
    79 |     5056 |  1.097605E+03 |  1.088842E+03
    80 |     5120 |  1.096904E+03 |  1.088842E+03
    81 |     5184 |  1.096188E+03 |  1.088842E+03
    82 |     5248 |  1.096013E+03 |  1.088842E+03
    83 |     5312 |  1.095754E+03 |  1.088842E+03
    84 |     5376 |  1.095678E+03 |  1.088842E+03
    85 |     5440 |  1.095095E+03 |  1.077664E+03
    86 |     5504 |  1.094017E+03 |  1.077664E+03
    87 |     5568 |  1.092134E+03 |  1.077664E+03
    88 |     5632 |  1.088842E+03 |  1.077664E+03
    89 |     5696 |  1.086158E+03 |  1.077664E+03
    90 |     5760 |  1.084528E+03 |  1.068620E+03
    91 |     5824 |  1.082242E+03 |  1.066293E+03
    92 |     5888 |  1.080029E+03 |  1.066293E+03
    93 |     5952 |  1.076051E+03 |  1.066293E+03
    94 |     6016 |  1.073623E+03 |  1.066293E+03
    95 |     6080 |  1.072207E+03 |  1.066293E+03
    96 |     6144 |  1.070973E+03 |  1.066293E+03
    97 |     6208 |  1.070424E+03 |  1.066293E+03
    98 |     6272 |  1.069679E+03 |  1.066293E+03
    99 |     6336 |  1.068934E+03 |  1.066293E+03
   100 |     6400 |  1.068319E+03 |  1.066293E+03
Best solution found: [1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 1 1 0 0 0 1 0 0 0 1 0 0 1 1 0
 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0
 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0]
Function value: [1066.29332524]
Runoff time: 46.1484580039978 s
Minimizing
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min
=================================================
     1 |       64 |  4.067730E+04 |  1.780856E+04
     2 |      128 |  3.685187E+04 |  1.780856E+04
     3 |      192 |  3.455398E+04 |  1.780856E+04
     4 |      256 |  3.264034E+04 |  1.780856E+04
     5 |      320 |  3.102139E+04 |  1.780856E+04
     6 |      384 |  2.984997E+04 |  1.780856E+04
     7 |      448 |  2.783836E+04 |  1.780856E+04
     8 |      512 |  2.712400E+04 |  1.780856E+04
     9 |      576 |  2.624101E+04 |  1.767446E+04
    10 |      640 |  2.503624E+04 |  1.767446E+04
    11 |      704 |  2.425276E+04 |  1.767446E+04
    12 |      768 |  2.364589E+04 |  1.767446E+04
    13 |      832 |  2.298317E+04 |  1.762399E+04
    14 |      896 |  2.255289E+04 |  1.762399E+04
    15 |      960 |  2.227070E+04 |  1.762399E+04
    16 |     1024 |  2.193097E+04 |  1.762399E+04
    17 |     1088 |  2.129778E+04 |  1.762226E+04
    18 |     1152 |  2.041457E+04 |  1.735679E+04
    19 |     1216 |  2.012297E+04 |  1.735679E+04
    20 |     1280 |  1.945167E+04 |  1.724565E+04
    21 |     1344 |  1.866895E+04 |  1.699342E+04
    22 |     1408 |  1.768582E+04 |  1.658782E+04
    23 |     1472 |  1.723427E+04 |  1.656702E+04
    24 |     1536 |  1.697107E+04 |  1.638260E+04
    25 |     1600 |  1.673636E+04 |  1.624827E+04
    26 |     1664 |  1.655790E+04 |  1.622019E+04
    27 |     1728 |  1.640136E+04 |  1.618530E+04
    28 |     1792 |  1.632073E+04 |  1.610769E+04
    29 |     1856 |  1.627529E+04 |  1.610769E+04
    30 |     1920 |  1.623816E+04 |  1.610769E+04
    31 |     1984 |  1.619476E+04 |  1.606912E+04
    32 |     2048 |  1.615844E+04 |  1.602395E+04
    33 |     2112 |  1.612055E+04 |  1.598984E+04
    34 |     2176 |  1.606124E+04 |  1.588574E+04
    35 |     2240 |  1.600209E+04 |  1.573943E+04
    36 |     2304 |  1.591134E+04 |  1.560192E+04
    37 |     2368 |  1.580384E+04 |  1.552174E+04
    38 |     2432 |  1.568446E+04 |  1.538269E+04
    39 |     2496 |  1.561080E+04 |  1.538269E+04
    40 |     2560 |  1.555564E+04 |  1.538269E+04
    41 |     2624 |  1.550196E+04 |  1.534199E+04
    42 |     2688 |  1.543764E+04 |  1.529379E+04
    43 |     2752 |  1.541755E+04 |  1.529379E+04
    44 |     2816 |  1.540499E+04 |  1.529379E+04
    45 |     2880 |  1.538477E+04 |  1.528114E+04
    46 |     2944 |  1.535223E+04 |  1.527161E+04
    47 |     3008 |  1.531370E+04 |  1.520898E+04
    48 |     3072 |  1.527763E+04 |  1.515993E+04
    49 |     3136 |  1.524148E+04 |  1.512429E+04
    50 |     3200 |  1.519373E+04 |  1.503133E+04
    51 |     3264 |  1.516090E+04 |  1.503133E+04
    52 |     3328 |  1.512203E+04 |  1.501428E+04
    53 |     3392 |  1.509189E+04 |  1.501428E+04
    54 |     3456 |  1.507064E+04 |  1.501428E+04
    55 |     3520 |  1.505880E+04 |  1.501428E+04
    56 |     3584 |  1.505348E+04 |  1.497368E+04
    57 |     3648 |  1.504639E+04 |  1.494752E+04
    58 |     3712 |  1.503713E+04 |  1.494752E+04
    59 |     3776 |  1.502413E+04 |  1.490007E+04
    60 |     3840 |  1.500711E+04 |  1.490007E+04
    61 |     3904 |  1.499644E+04 |  1.490007E+04
    62 |     3968 |  1.498187E+04 |  1.490007E+04
    63 |     4032 |  1.494815E+04 |  1.483806E+04
    64 |     4096 |  1.490203E+04 |  1.481254E+04
    65 |     4160 |  1.487700E+04 |  1.475285E+04
    66 |     4224 |  1.485770E+04 |  1.474072E+04
    67 |     4288 |  1.483721E+04 |  1.473616E+04
    68 |     4352 |  1.481470E+04 |  1.473616E+04
    69 |     4416 |  1.477748E+04 |  1.473317E+04
    70 |     4480 |  1.475240E+04 |  1.472616E+04
    71 |     4544 |  1.474317E+04 |  1.460744E+04
    72 |     4608 |  1.473883E+04 |  1.460744E+04
    73 |     4672 |  1.473409E+04 |  1.459554E+04
    74 |     4736 |  1.472512E+04 |  1.458673E+04
    75 |     4800 |  1.470588E+04 |  1.458673E+04
    76 |     4864 |  1.467317E+04 |  1.457741E+04
    77 |     4928 |  1.463239E+04 |  1.457598E+04
    78 |     4992 |  1.459963E+04 |  1.457598E+04
    79 |     5056 |  1.458861E+04 |  1.457302E+04
    80 |     5120 |  1.458507E+04 |  1.456862E+04
    81 |     5184 |  1.458217E+04 |  1.456563E+04
    82 |     5248 |  1.457967E+04 |  1.456438E+04
