,Start,End,Date,Duration,Precipitation,Gage
282,06/24/2017 13:30:00,06/24/2017 14:35:00,06/24/2017,65.0,4.9,qb
283,06/25/2017 08:45:00,06/25/2017 11:50:00,06/25/2017,185.0,1.5000000000000004,qb
284,06/25/2017 17:40:00,06/25/2017 18:00:00,06/25/2017,20.0,20.700000000000003,qb
285,06/27/2017 12:35:00,06/27/2017 13:00:00,06/27/2017,25.0,10.5,qb
286,06/28/2017 23:50:00,06/28/2017 23:50:00,06/28/2017,0.0,0.1,qb
287,06/29/2017 22:40:00,06/29/2017 22:40:00,06/29/2017,0.0,0.1,qb
288,06/30/2017 18:10:00,06/30/2017 19:40:00,06/30/2017,90.0,5.699999999999999,qb
289,06/30/2017 23:10:00,06/30/2017 23:25:00,06/30/2017,15.0,5.0,qb
290,07/01/2017 20:10:00,07/01/2017 20:20:00,07/01/2017,10.0,0.6,qb
291,07/02/2017 22:15:00,07/03/2017 00:40:00,07/02/2017,145.0,2.7000000000000006,qb
292,07/05/2017 17:10:00,07/05/2017 23:25:00,07/05/2017,375.0,64.79999999999997,qb
